arm,split,direction,entry_time_server,entry_time_utc,exit_time_server,exit_reason,entry,sl_initial,tp,tp_binding,r_pips,hl_e,ts_bars,swap_events,swap_weighted,gross_r,cost_pips_x1,net_r_x1,net_r_x1_5,net_r_x2,feature_time_utc,decision_time_utc,execution_time_utc
control,train,1,2019-06-18 12:00:00,2019-06-18 09:00:00,2019-06-19 15:00:00,TIME_STOP,1.11892,1.11688,1.12198,TP_cap,20.4,13.18,27,1,1,0.6670,2.30,0.5542,0.4978,0.4414,2019-06-18 09:00:00,2019-06-18 09:00:00,2019-06-18 09:00:00
control,train,-1,2019-06-20 11:00:00,2019-06-20 08:00:00,2019-06-21 15:00:00,SL,1.12974,1.13228,1.12594,TP_cap,25.4,nan,nan,1,1,-1.0000,2.30,-1.0907,-1.1360,-1.1814,2019-06-20 08:00:00,2019-06-20 08:00:00,2019-06-20 08:00:00
control,train,1,2019-07-02 10:00:00,2019-07-02 07:00:00,2019-07-02 12:00:00,TP,1.12908,1.12726,1.13181,TP_cap,18.2,28.75,58,0,0,1.5000,1.50,1.4176,1.3765,1.3353,2019-07-02 07:00:00,2019-07-02 07:00:00,2019-07-02 07:00:00
control,train,1,2019-07-03 11:00:00,2019-07-03 08:00:00,2019-07-03 15:00:00,SL,1.12769,1.12583,1.13049,TP_cap,18.6,23.06,47,0,0,0.4455,1.50,0.3650,0.3248,0.2845,2019-07-03 08:00:00,2019-07-03 08:00:00,2019-07-03 08:00:00
control,train,1,2019-07-05 16:00:00,2019-07-05 13:00:00,2019-07-05 16:00:00,SL,1.12436,1.12267,1.12689,TP_cap,16.9,13.56,28,0,0,-1.0000,1.50,-1.0889,-1.1334,-1.1779,2019-07-05 13:00:00,2019-07-05 13:00:00,2019-07-05 13:00:00
control,train,1,2019-07-16 14:00:00,2019-07-16 11:00:00,2019-07-16 20:00:00,SL,1.12232,1.12070,1.12475,TP_cap,16.2,13.33,27,0,0,-1.0000,1.50,-1.0927,-1.1390,-1.1854,2019-07-16 11:00:00,2019-07-16 11:00:00,2019-07-16 11:00:00
control,train,1,2019-07-23 10:00:00,2019-07-23 07:00:00,2019-07-23 14:00:00,SL,1.11894,1.11751,1.12109,TP_cap,14.3,8.96,18,0,0,-1.0000,1.50,-1.1046,-1.1568,-1.2091,2019-07-23 07:00:00,2019-07-23 07:00:00,2019-07-23 07:00:00
control,train,1,2019-07-24 15:00:00,2019-07-24 12:00:00,2019-07-25 11:00:00,SL,1.11409,1.11224,1.11686,TP_cap,18.5,30.71,62,1,3,-1.0000,3.90,-1.2113,-1.3170,-1.4227,2019-07-24 12:00:00,2019-07-24 12:00:00,2019-07-24 12:00:00
control,train,1,2019-07-25 15:00:00,2019-07-25 12:00:00,2019-07-25 15:00:00,TP,1.11143,1.10928,1.11466,TP_cap,21.5,12.82,26,0,0,1.5000,1.50,1.4303,1.3955,1.3607,2019-07-25 12:00:00,2019-07-25 12:00:00,2019-07-25 12:00:00
control,train,1,2019-08-01 10:00:00,2019-08-01 07:00:00,2019-08-01 20:00:00,TP,1.10414,1.10136,1.10831,TP_cap,27.8,522.40,1045,0,0,1.5000,1.50,1.4460,1.4190,1.3920,2019-08-01 07:00:00,2019-08-01 07:00:00,2019-08-01 07:00:00
control,train,1,2019-08-14 17:00:00,2019-08-14 14:00:00,2019-08-14 22:00:00,SL,1.11572,1.11323,1.11916,TP_mean,24.9,4.22,9,0,0,-1.0000,1.50,-1.0602,-1.0904,-1.1205,2019-08-14 14:00:00,2019-08-14 14:00:00,2019-08-14 14:00:00
control,train,1,2019-08-15 17:00:00,2019-08-15 14:00:00,2019-08-16 10:00:00,SL,1.11125,1.10881,1.11492,TP_cap,24.4,14.55,30,1,1,-1.0000,2.30,-1.0941,-1.1411,-1.1882,2019-08-15 14:00:00,2019-08-15 14:00:00,2019-08-15 14:00:00
control,train,1,2019-08-20 10:00:00,2019-08-20 07:00:00,2019-08-20 19:00:00,TP,1.10766,1.10634,1.10964,TP_cap,13.2,8.92,18,0,0,1.5000,1.50,1.3864,1.3297,1.2729,2019-08-20 07:00:00,2019-08-20 07:00:00,2019-08-20 07:00:00
control,train,1,2019-08-23 14:00:00,2019-08-23 11:00:00,2019-08-23 17:00:00,TP,1.10547,1.10376,1.10804,TP_cap,17.1,8.43,17,0,0,1.5000,1.50,1.4125,1.3688,1.3250,2019-08-23 11:00:00,2019-08-23 11:00:00,2019-08-23 11:00:00
control,train,1,2019-08-30 10:00:00,2019-08-30 07:00:00,2019-08-30 17:00:00,SL,1.10375,1.10224,1.10602,TP_cap,15.1,22.13,45,0,0,-1.0000,1.50,-1.0993,-1.1489,-1.1986,2019-08-30 07:00:00,2019-08-30 07:00:00,2019-08-30 07:00:00
control,train,1,2019-09-11 15:00:00,2019-09-11 12:00:00,2019-09-12 09:00:00,SL,1.09971,1.09784,1.10251,TP_cap,18.7,49.98,100,1,3,0.4695,3.90,0.2606,0.1562,0.0517,2019-09-11 12:00:00,2019-09-11 12:00:00,2019-09-11 12:00:00
control,train,1,2019-09-12 15:00:00,2019-09-12 12:00:00,2019-09-12 15:00:00,SL,1.09656,1.09359,1.10102,TP_cap,29.7,25.80,52,0,0,-1.0000,1.50,-1.0505,-1.0757,-1.1010,2019-09-12 12:00:00,2019-09-12 12:00:00,2019-09-12 12:00:00
control,train,-1,2019-09-13 10:00:00,2019-09-13 07:00:00,2019-09-13 23:00:00,TIME_STOP,1.10956,1.11252,1.10513,TP_cap,29.6,6.24,13,0,0,0.6495,1.50,0.5988,0.5734,0.5481,2019-09-13 07:00:00,2019-09-13 07:00:00,2019-09-13 07:00:00
control,train,1,2019-09-23 11:00:00,2019-09-23 08:00:00,2019-09-24 09:00:00,SL,1.09692,1.09470,1.10025,TP_cap,22.2,21.53,44,1,1,0.6563,2.30,0.5527,0.5010,0.4492,2019-09-23 08:00:00,2019-09-23 08:00:00,2019-09-23 08:00:00
control,train,1,2019-09-25 18:00:00,2019-09-25 15:00:00,2019-09-25 21:00:00,SL,1.09597,1.09375,1.09930,TP_cap,22.2,10.86,22,0,0,-1.0000,1.50,-1.0675,-1.1012,-1.1350,2019-09-25 15:00:00,2019-09-25 15:00:00,2019-09-25 15:00:00
control,train,1,2019-09-26 10:00:00,2019-09-26 07:00:00,2019-09-26 11:00:00,SL,1.09540,1.09384,1.09774,TP_cap,15.6,8.53,18,0,0,-1.0000,1.50,-1.0960,-1.1441,-1.1921,2019-09-26 07:00:00,2019-09-26 07:00:00,2019-09-26 07:00:00
control,train,1,2019-09-26 18:00:00,2019-09-26 15:00:00,2019-09-26 22:00:00,SL,1.09420,1.09171,1.09793,TP_cap,24.9,6.07,13,0,0,-1.0000,1.50,-1.0603,-1.0905,-1.1207,2019-09-26 15:00:00,2019-09-26 15:00:00,2019-09-26 15:00:00
control,train,1,2019-09-30 15:00:00,2019-09-30 12:00:00,2019-09-30 15:00:00,SL,1.09080,1.08893,1.09361,TP_cap,18.7,10.29,21,0,0,-1.0000,1.50,-1.0802,-1.1202,-1.1603,2019-09-30 12:00:00,2019-09-30 12:00:00,2019-09-30 12:00:00
control,train,-1,2019-10-10 11:00:00,2019-10-10 08:00:00,2019-10-11 13:00:00,TIME_STOP,1.10163,1.10353,1.09878,TP_cap,19.0,12.77,26,1,1,-0.1892,2.30,-0.3100,-0.3704,-0.4309,2019-10-10 08:00:00,2019-10-10 08:00:00,2019-10-10 08:00:00
control,train,-1,2019-10-17 11:00:00,2019-10-17 08:00:00,2019-10-17 12:00:00,SL,1.10777,1.10977,1.10477,TP_cap,20.0,6.01,13,0,0,-1.0000,1.50,-1.0749,-1.1124,-1.1499,2019-10-17 08:00:00,2019-10-17 08:00:00,2019-10-17 08:00:00
control,train,1,2019-10-29 11:00:00,2019-10-29 09:00:00,2019-10-29 15:00:00,TP,1.10794,1.10670,1.10981,TP_cap,12.4,5.55,12,0,0,1.5000,1.50,1.3794,1.3192,1.2589,2019-10-29 09:00:00,2019-10-29 09:00:00,2019-10-29 09:00:00
control,train,-1,2019-10-31 11:00:00,2019-10-31 09:00:00,2019-10-31 13:00:00,TP,1.11748,1.11943,1.11455,TP_cap,19.5,nan,nan,0,0,1.5000,1.50,1.4231,1.3847,1.3463,2019-10-31 09:00:00,2019-10-31 09:00:00,2019-10-31 09:00:00
control,train,1,2019-11-05 17:00:00,2019-11-05 15:00:00,2019-11-05 17:00:00,SL,1.10884,1.10694,1.11170,TP_cap,19.0,nan,nan,0,0,-1.0000,1.50,-1.0788,-1.1182,-1.1576,2019-11-05 15:00:00,2019-11-05 15:00:00,2019-11-05 15:00:00
control,train,1,2019-11-08 13:00:00,2019-11-08 11:00:00,2019-11-08 18:00:00,SL,1.10348,1.10173,1.10610,TP_cap,17.5,12.68,26,0,0,-1.0000,1.50,-1.0859,-1.1289,-1.1719,2019-11-08 11:00:00,2019-11-08 11:00:00,2019-11-08 11:00:00
control,train,1,2019-11-11 14:00:00,2019-11-11 12:00:00,2019-11-12 03:00:00,TIME_STOP,1.10262,1.10137,1.10450,TP_cap,12.5,6.49,13,1,1,0.6376,2.30,0.4543,0.3626,0.2710,2019-11-11 12:00:00,2019-11-11 12:00:00,2019-11-11 12:00:00
control,train,1,2019-11-14 09:00:00,2019-11-14 07:00:00,2019-11-14 10:00:00,TP,1.09947,1.09816,1.10143,TP_cap,13.1,15.24,31,0,0,1.5000,1.50,1.3853,1.3279,1.2705,2019-11-14 07:00:00,2019-11-14 07:00:00,2019-11-14 07:00:00
control,train,1,2019-11-14 14:00:00,2019-11-14 12:00:00,2019-11-14 18:00:00,TP,1.09904,1.09746,1.10141,TP_cap,15.8,12.43,25,0,0,1.5000,1.50,1.4051,1.3577,1.3103,2019-11-14 12:00:00,2019-11-14 12:00:00,2019-11-14 12:00:00
control,train,-1,2019-11-15 17:00:00,2019-11-15 15:00:00,2019-11-18 05:00:00,SL,1.10473,1.10629,1.10239,TP_cap,15.6,132.19,265,1,1,-1.0000,2.30,-1.1476,-1.2215,-1.2953,2019-11-15 15:00:00,2019-11-15 15:00:00,2019-11-15 15:00:00
control,train,1,2019-11-27 17:00:00,2019-11-27 15:00:00,2019-11-28 10:00:00,TP,1.09957,1.09819,1.10163,TP_cap,13.8,11.14,23,1,3,1.5000,3.90,1.2164,1.0747,0.9329,2019-11-27 15:00:00,2019-11-27 15:00:00,2019-11-27 15:00:00
control,train,-1,2019-12-02 17:00:00,2019-12-02 15:00:00,2019-12-02 17:00:00,SL,1.10490,1.10650,1.10250,TP_cap,16.0,44.30,89,0,0,-1.0000,1.50,-1.0937,-1.1405,-1.1873,2019-12-02 15:00:00,2019-12-02 15:00:00,2019-12-02 15:00:00
control,train,-1,2019-12-03 09:00:00,2019-12-03 07:00:00,2019-12-03 19:00:00,SL,1.10785,1.10928,1.10570,TP_cap,14.3,331.09,663,0,0,-1.0000,1.50,-1.1046,-1.1568,-1.2091,2019-12-03 07:00:00,2019-12-03 07:00:00,2019-12-03 07:00:00
control,train,-1,2019-12-04 16:00:00,2019-12-04 14:00:00,2019-12-04 18:00:00,TP,1.11072,1.11261,1.10789,TP_cap,18.9,32.22,65,0,0,1.5000,1.50,1.4206,1.3809,1.3413,2019-12-04 14:00:00,2019-12-04 14:00:00,2019-12-04 14:00:00
control,train,-1,2019-12-12 09:00:00,2019-12-12 07:00:00,2019-12-12 15:00:00,SL,1.11362,1.11520,1.11124,TP_cap,15.8,35.28,71,0,0,-1.0000,1.50,-1.0947,-1.1420,-1.1894,2019-12-12 07:00:00,2019-12-12 07:00:00,2019-12-12 07:00:00
control,train,-1,2019-12-13 09:00:00,2019-12-13 07:00:00,2019-12-13 18:00:00,TP,1.11668,1.11960,1.11230,TP_cap,29.2,20.47,41,0,0,1.5000,1.50,1.4486,1.4230,1.3973,2019-12-13 07:00:00,2019-12-13 07:00:00,2019-12-13 07:00:00
control,train,1,2019-12-20 14:00:00,2019-12-20 12:00:00,2019-12-20 18:00:00,SL,1.10972,1.10808,1.11218,TP_cap,16.4,10.57,22,0,0,-1.0000,1.50,-1.0916,-1.1375,-1.1833,2019-12-20 12:00:00,2019-12-20 12:00:00,2019-12-20 12:00:00
control,train,1,2019-12-23 15:00:00,2019-12-23 13:00:00,2019-12-23 17:00:00,TP,1.10742,1.10608,1.10943,TP_cap,13.4,16.13,33,0,0,1.5000,1.50,1.3883,1.3324,1.2765,2019-12-23 13:00:00,2019-12-23 13:00:00,2019-12-23 13:00:00
control,train,1,2019-12-24 12:00:00,2019-12-24 10:00:00,2019-12-24 18:00:00,TP,1.10749,1.10632,1.10925,TP_cap,11.7,9.45,19,0,0,1.5000,1.50,1.3722,1.3083,1.2444,2019-12-24 10:00:00,2019-12-24 10:00:00,2019-12-24 10:00:00
control,train,-1,2019-12-27 12:00:00,2019-12-27 10:00:00,2019-12-27 14:00:00,SL,1.11384,1.11521,1.11179,TP_cap,13.7,nan,nan,0,0,-1.0000,1.50,-1.1097,-1.1646,-1.2194,2019-12-27 10:00:00,2019-12-27 10:00:00,2019-12-27 10:00:00
control,train,-1,2019-12-31 16:00:00,2019-12-31 14:00:00,2019-12-31 17:00:00,SL,1.12381,1.12548,1.12130,TP_cap,16.7,81.56,164,0,0,0.4210,1.50,0.3315,0.2867,0.2419,2019-12-31 14:00:00,2019-12-31 14:00:00,2019-12-31 14:00:00
control,train,1,2020-01-08 13:00:00,2020-01-08 11:00:00,2020-01-08 23:00:00,SL,1.11273,1.11051,1.11606,TP_cap,22.2,7.57,16,0,0,-1.0000,1.50,-1.0675,-1.1013,-1.1351,2020-01-08 11:00:00,2020-01-08 11:00:00,2020-01-08 11:00:00
control,train,1,2020-01-09 09:00:00,2020-01-09 07:00:00,2020-01-09 17:00:00,SL,1.11122,1.10957,1.11369,TP_cap,16.5,14.77,30,0,0,-1.0000,1.50,-1.0910,-1.1364,-1.1819,2020-01-09 07:00:00,2020-01-09 07:00:00,2020-01-09 07:00:00
control,train,1,2020-01-10 11:00:00,2020-01-10 09:00:00,2020-01-10 13:00:00,SL,1.10994,1.10852,1.11207,TP_cap,14.2,18.64,38,0,0,-1.0000,1.50,-1.1058,-1.1587,-1.2116,2020-01-10 09:00:00,2020-01-10 09:00:00,2020-01-10 09:00:00
control,train,1,2020-01-17 14:00:00,2020-01-17 12:00:00,2020-01-17 16:00:00,SL,1.11122,1.10970,1.11348,TP_mean,15.2,14.89,30,0,0,-1.0000,1.50,-1.0990,-1.1484,-1.1979,2020-01-17 12:00:00,2020-01-17 12:00:00,2020-01-17 12:00:00
control,train,1,2020-01-24 09:00:00,2020-01-24 07:00:00,2020-01-24 11:00:00,SL,1.10504,1.10363,1.10715,TP_cap,14.1,7.27,15,0,0,-1.0000,1.50,-1.1065,-1.1597,-1.2130,2020-01-24 07:00:00,2020-01-24 07:00:00,2020-01-24 07:00:00
control,train,1,2020-01-29 10:00:00,2020-01-29 08:00:00,2020-01-29 15:00:00,SL,1.10056,1.09940,1.10230,TP_cap,11.6,7.67,16,0,0,-1.0000,1.50,-1.1295,-1.1943,-1.2590,2020-01-29 08:00:00,2020-01-29 08:00:00,2020-01-29 08:00:00
control,train,-1,2020-01-31 17:00:00,2020-01-31 15:00:00,2020-01-31 17:00:00,SL,1.10626,1.10813,1.10345,TP_cap,18.7,nan,nan,0,0,-1.0000,1.50,-1.0801,-1.1202,-1.1602,2020-01-31 15:00:00,2020-01-31 15:00:00,2020-01-31 15:00:00
control,train,1,2020-02-07 12:00:00,2020-02-07 10:00:00,2020-02-07 17:00:00,SL,1.09542,1.09399,1.09757,TP_cap,14.3,32.86,66,0,0,0.3956,1.50,0.2910,0.2387,0.1864,2020-02-07 10:00:00,2020-02-07 10:00:00,2020-02-07 10:00:00
control,train,1,2020-02-10 10:00:00,2020-02-10 08:00:00,2020-02-10 15:00:00,SL,1.09466,1.09323,1.09681,TP_cap,14.3,18.01,37,0,0,-1.0000,1.50,-1.1047,-1.1571,-1.2094,2020-02-10 08:00:00,2020-02-10 08:00:00,2020-02-10 08:00:00
control,train,1,2020-02-12 13:00:00,2020-02-12 11:00:00,2020-02-12 16:00:00,SL,1.09181,1.09026,1.09408,TP_mean,15.5,10.46,21,0,0,-1.0000,1.50,-1.0970,-1.1454,-1.1939,2020-02-12 11:00:00,2020-02-12 11:00:00,2020-02-12 11:00:00
control,train,1,2020-02-18 15:00:00,2020-02-18 13:00:00,2020-02-18 15:00:00,SL,1.08140,1.07982,1.08376,TP_cap,15.8,9.49,19,0,0,-1.0000,1.50,-1.0952,-1.1428,-1.1904,2020-02-18 13:00:00,2020-02-18 13:00:00,2020-02-18 13:00:00
control,train,1,2020-02-19 09:00:00,2020-02-19 07:00:00,2020-02-19 17:00:00,SL,1.07977,1.07828,1.08200,TP_cap,14.9,8.27,17,0,0,-1.0000,1.50,-1.1009,-1.1514,-1.2019,2020-02-19 07:00:00,2020-02-19 07:00:00,2020-02-19 07:00:00
control,train,1,2020-02-20 09:00:00,2020-02-20 07:00:00,2020-02-20 16:00:00,TP,1.07881,1.07707,1.08142,TP_cap,17.4,4.52,10,0,0,1.5000,1.50,1.4138,1.3707,1.3276,2020-02-20 07:00:00,2020-02-20 07:00:00,2020-02-20 07:00:00
control,train,1,2020-02-21 09:00:00,2020-02-21 07:00:00,2020-02-21 10:00:00,TP,1.07902,1.07746,1.08079,TP_mean,15.6,3.40,7,0,0,1.1359,1.50,1.0397,0.9916,0.9435,2020-02-21 07:00:00,2020-02-21 07:00:00,2020-02-21 07:00:00
control,train,-1,2020-02-21 17:00:00,2020-02-21 15:00:00,2020-02-21 17:00:00,SL,1.08371,1.08628,1.08095,TP_mean,25.7,12.31,25,0,0,-1.0000,1.50,-1.0583,-1.0874,-1.1165,2020-02-21 15:00:00,2020-02-21 15:00:00,2020-02-21 15:00:00
control,train,-1,2020-02-26 11:00:00,2020-02-26 09:00:00,2020-02-26 15:00:00,TP,1.08917,1.09149,1.08569,TP_cap,23.2,14.59,30,0,0,1.5000,1.50,1.4353,1.4030,1.3706,2020-02-26 09:00:00,2020-02-26 09:00:00,2020-02-26 09:00:00
control,train,-1,2020-02-27 09:00:00,2020-02-27 07:00:00,2020-02-27 10:00:00,SL,1.09110,1.09381,1.08704,TP_cap,27.1,5.76,12,0,0,-1.0000,1.50,-1.0554,-1.0832,-1.1109,2020-02-27 07:00:00,2020-02-27 07:00:00,2020-02-27 07:00:00
control,train,-1,2020-03-02 09:00:00,2020-03-02 07:00:00,2020-03-02 09:00:00,SL,1.10418,1.10783,1.09870,TP_cap,36.5,15.84,32,0,0,-1.0000,1.50,-1.0411,-1.0616,-1.0821,2020-03-02 07:00:00,2020-03-02 07:00:00,2020-03-02 07:00:00
control,train,-1,2020-03-06 11:00:00,2020-03-06 09:00:00,2020-03-06 12:00:00,SL,1.12722,1.13116,1.12131,TP_cap,39.4,16.03,33,0,0,-1.0000,1.50,-1.0381,-1.0571,-1.0761,2020-03-06 09:00:00,2020-03-06 09:00:00,2020-03-06 09:00:00
control,train,1,2020-03-17 13:00:00,2020-03-17 11:00:00,2020-03-17 16:00:00,SL,1.10279,1.09656,1.11213,TP_cap,62.3,7.31,15,0,0,-1.0000,1.50,-1.0241,-1.0361,-1.0482,2020-03-17 11:00:00,2020-03-17 11:00:00,2020-03-17 11:00:00
control,train,1,2020-03-18 09:00:00,2020-03-18 07:00:00,2020-03-18 14:00:00,SL,1.10035,1.09509,1.10824,TP_cap,52.6,6.49,13,0,0,-1.0000,1.50,-1.0285,-1.0428,-1.0570,2020-03-18 07:00:00,2020-03-18 07:00:00,2020-03-18 07:00:00
control,train,1,2020-03-20 12:00:00,2020-03-20 10:00:00,2020-03-23 18:00:00,SL,1.07209,1.06270,1.08617,TP_cap,93.9,15.61,32,1,1,0.2595,2.30,0.2350,0.2228,0.2105,2020-03-20 10:00:00,2020-03-20 10:00:00,2020-03-20 10:00:00
control,train,-1,2020-03-30 12:00:00,2020-03-30 09:00:00,2020-03-30 22:00:00,SL,1.10915,1.11504,1.10031,TP_cap,58.9,14.48,29,0,0,0.6851,1.50,0.6596,0.6469,0.6341,2020-03-30 09:00:00,2020-03-30 09:00:00,2020-03-30 09:00:00
control,train,1,2020-04-03 11:00:00,2020-04-03 08:00:00,2020-04-06 11:00:00,SL,1.07902,1.07475,1.08543,TP_cap,42.7,26.66,54,1,1,0.3128,2.30,0.2589,0.2320,0.2051,2020-04-03 08:00:00,2020-04-03 08:00:00,2020-04-03 08:00:00
control,train,1,2020-04-06 16:00:00,2020-04-06 13:00:00,2020-04-07 09:00:00,TP,1.07918,1.07497,1.08549,TP_cap,42.1,13.92,28,1,1,1.5000,2.30,1.4453,1.4180,1.3906,2020-04-06 13:00:00,2020-04-06 13:00:00,2020-04-06 13:00:00
control,train,-1,2020-04-13 10:00:00,2020-04-13 07:00:00,2020-04-13 11:00:00,TP,1.09620,1.09850,1.09275,TP_cap,23.0,5.10,11,0,0,1.5000,1.50,1.4348,1.4022,1.3697,2020-04-13 07:00:00,2020-04-13 07:00:00,2020-04-13 07:00:00
control,train,-1,2020-04-14 15:00:00,2020-04-14 12:00:00,2020-04-15 06:00:00,TIME_STOP,1.09637,1.09954,1.09183,TP_mean,31.7,7.36,15,1,1,-0.5485,2.30,-0.6210,-0.6572,-0.6935,2020-04-14 12:00:00,2020-04-14 12:00:00,2020-04-14 12:00:00
control,train,1,2020-04-15 16:00:00,2020-04-15 13:00:00,2020-04-15 18:00:00,TP,1.08603,1.08232,1.09159,TP_cap,37.1,164.03,329,0,0,1.5000,1.50,1.4595,1.4393,1.4191,2020-04-15 13:00:00,2020-04-15 13:00:00,2020-04-15 13:00:00
control,train,1,2020-04-23 11:00:00,2020-04-23 08:00:00,2020-04-23 13:00:00,SL,1.07962,1.07666,1.08407,TP_cap,29.6,5.76,12,0,0,-1.0000,1.50,-1.0506,-1.0759,-1.1012,2020-04-23 08:00:00,2020-04-23 08:00:00,2020-04-23 08:00:00
control,train,1,2020-04-24 10:00:00,2020-04-24 07:00:00,2020-04-24 13:00:00,TP,1.07380,1.07055,1.07868,TP_cap,32.5,7.24,15,0,0,1.5000,1.50,1.4539,1.4308,1.4077,2020-04-24 07:00:00,2020-04-24 07:00:00,2020-04-24 07:00:00
control,train,-1,2020-04-30 18:00:00,2020-04-30 15:00:00,2020-05-01 05:00:00,TIME_STOP,1.09534,1.10043,1.08771,TP_cap,50.9,5.05,11,1,1,0.2261,2.30,0.1809,0.1583,0.1357,2020-04-30 15:00:00,2020-04-30 15:00:00,2020-04-30 15:00:00
control,train,-1,2020-05-19 10:00:00,2020-05-19 07:00:00,2020-05-19 13:00:00,SL,1.09400,1.09664,1.09004,TP_cap,26.4,nan,nan,0,0,-1.0000,1.50,-1.0568,-1.0852,-1.1136,2020-05-19 07:00:00,2020-05-19 07:00:00,2020-05-19 07:00:00
control,train,-1,2020-05-19 18:00:00,2020-05-19 15:00:00,2020-05-20 16:00:00,SL,1.09478,1.09819,1.08966,TP_cap,34.1,138.13,277,1,1,-1.0000,2.30,-1.0674,-1.1011,-1.1348,2020-05-19 15:00:00,2020-05-19 15:00:00,2020-05-19 15:00:00
control,train,-1,2020-05-27 13:00:00,2020-05-27 10:00:00,2020-05-27 17:00:00,SL,1.10252,1.10618,1.09703,TP_cap,36.6,29.03,59,0,0,0.3503,1.50,0.3093,0.2887,0.2682,2020-05-27 10:00:00,2020-05-27 10:00:00,2020-05-27 10:00:00
control,train,-1,2020-05-28 18:00:00,2020-05-28 15:00:00,2020-05-28 22:00:00,SL,1.10550,1.10931,1.09979,TP_cap,38.1,66.49,133,0,0,-1.0000,1.50,-1.0394,-1.0591,-1.0788,2020-05-28 15:00:00,2020-05-28 15:00:00,2020-05-28 15:00:00
control,train,-1,2020-06-01 10:00:00,2020-06-01 07:00:00,2020-06-01 17:00:00,SL,1.11371,1.11666,1.10929,TP_cap,29.5,10.81,22,0,0,0.3425,1.50,0.2916,0.2661,0.2406,2020-06-01 07:00:00,2020-06-01 07:00:00,2020-06-01 07:00:00
control,train,-1,2020-06-02 12:00:00,2020-06-02 09:00:00,2020-06-03 02:00:00,TIME_STOP,1.11702,1.12015,1.11232,TP_cap,31.3,6.72,14,1,1,-0.0958,2.30,-0.1693,-0.2060,-0.2427,2020-06-02 09:00:00,2020-06-02 09:00:00,2020-06-02 09:00:00
control,train,-1,2020-06-04 12:00:00,2020-06-04 09:00:00,2020-06-04 14:00:00,SL,1.12069,1.12346,1.11658,TP_mean,27.7,7.41,15,0,0,-1.0000,1.50,-1.0542,-1.0813,-1.1084,2020-06-04 09:00:00,2020-06-04 09:00:00,2020-06-04 09:00:00
control,train,-1,2020-06-11 12:00:00,2020-06-11 09:00:00,2020-06-11 20:00:00,TP,1.13896,1.14365,1.13315,TP_mean,46.9,6.36,13,0,0,1.2386,1.50,1.2067,1.1907,1.1747,2020-06-11 09:00:00,2020-06-11 09:00:00,2020-06-11 09:00:00
control,train,1,2020-06-12 18:00:00,2020-06-12 15:00:00,2020-06-15 21:00:00,TP,1.12464,1.11971,1.13203,TP_cap,49.3,22.87,46,1,1,1.5000,2.30,1.4533,1.4300,1.4067,2020-06-12 15:00:00,2020-06-12 15:00:00,2020-06-12 15:00:00
control,train,1,2020-06-19 14:00:00,2020-06-19 11:00:00,2020-06-19 15:00:00,TP,1.12038,1.11777,1.12429,TP_cap,26.1,6.75,14,0,0,1.5000,1.50,1.4424,1.4136,1.3848,2020-06-19 11:00:00,2020-06-19 11:00:00,2020-06-19 11:00:00
control,train,1,2020-06-19 18:00:00,2020-06-19 15:00:00,2020-06-22 08:00:00,TIME_STOP,1.11819,1.11417,1.12422,TP_cap,40.2,6.76,14,1,1,0.5269,2.30,0.4698,0.4412,0.4126,2020-06-19 15:00:00,2020-06-19 15:00:00,2020-06-19 15:00:00
control,train,-1,2020-06-23 11:00:00,2020-06-23 08:00:00,2020-06-23 16:00:00,SL,1.13010,1.13334,1.12524,TP_cap,32.4,nan,nan,0,0,-1.0000,1.50,-1.0463,-1.0694,-1.0925,2020-06-23 08:00:00,2020-06-23 08:00:00,2020-06-23 08:00:00
control,train,-1,2020-07-02 12:00:00,2020-07-02 09:00:00,2020-07-02 16:00:00,TP,1.12973,1.13239,1.12574,TP_cap,26.6,13.91,28,0,0,1.5000,1.50,1.4436,1.4155,1.3873,2020-07-02 09:00:00,2020-07-02 09:00:00,2020-07-02 09:00:00
control,train,-1,2020-07-06 10:00:00,2020-07-06 07:00:00,2020-07-06 14:00:00,SL,1.12915,1.13132,1.12590,TP_cap,21.7,8.34,17,0,0,-1.0000,1.50,-1.0692,-1.1038,-1.1384,2020-07-06 07:00:00,2020-07-06 07:00:00,2020-07-06 07:00:00
control,train,-1,2020-07-08 17:00:00,2020-07-08 14:00:00,2020-07-09 06:00:00,SL,1.13296,1.13613,1.12820,TP_cap,31.7,9.90,20,1,3,-1.0000,3.90,-1.1230,-1.1845,-1.2461,2020-07-08 14:00:00,2020-07-08 14:00:00,2020-07-08 14:00:00
control,train,-1,2020-07-13 18:00:00,2020-07-13 15:00:00,2020-07-14 11:00:00,SL,1.13674,1.13966,1.13236,TP_cap,29.2,14.17,29,1,1,0.7650,2.30,0.6862,0.6468,0.6074,2020-07-13 15:00:00,2020-07-13 15:00:00,2020-07-13 15:00:00
control,train,-1,2020-07-14 17:00:00,2020-07-14 14:00:00,2020-07-15 03:00:00,SL,1.13896,1.14208,1.13429,TP_cap,31.2,14.42,29,1,1,-1.0000,2.30,-1.0738,-1.1107,-1.1476,2020-07-14 14:00:00,2020-07-14 14:00:00,2020-07-14 14:00:00
