arm,split,direction,entry_time_server,entry_time_utc,exit_time_server,exit_reason,entry,sl_initial,tp,tp_binding,r_pips,hl_e,ts_bars,swap_events,swap_weighted,gross_r,cost_pips_x1,net_r_x1,net_r_x1_5,net_r_x2,feature_time_utc,decision_time_utc,execution_time_utc
challenger,train,-1,2019-02-27 16:00:00,2019-02-27 14:00:00,2019-02-28 02:00:00,TIME_STOP,1.13844,1.14051,1.13582,TP_mean,20.7,4.97,10,1,3,0.2651,3.90,0.0771,-0.0169,-0.1109,2019-02-27 14:00:00,2019-02-27 14:00:00,2019-02-27 14:00:00
challenger,train,-1,2019-02-28 14:00:00,2019-02-28 12:00:00,2019-02-28 15:00:00,TP,1.14165,1.14374,1.13851,TP_cap,20.9,7.02,15,0,0,1.5000,1.50,1.4284,1.3925,1.3567,2019-02-28 12:00:00,2019-02-28 12:00:00,2019-02-28 12:00:00
challenger,train,1,2019-03-04 13:00:00,2019-03-04 11:00:00,2019-03-04 17:00:00,SL,1.13372,1.13161,1.13689,TP_cap,21.1,17.82,36,0,0,-1.0000,1.50,-1.0710,-1.1065,-1.1420,2019-03-04 11:00:00,2019-03-04 11:00:00,2019-03-04 11:00:00
challenger,train,1,2019-03-07 15:00:00,2019-03-07 13:00:00,2019-03-07 15:00:00,SL,1.12882,1.12679,1.13186,TP_cap,20.3,9.61,20,0,0,-1.0000,1.50,-1.0741,-1.1111,-1.1481,2019-03-07 13:00:00,2019-03-07 13:00:00,2019-03-07 13:00:00
challenger,train,-1,2019-05-10 10:00:00,2019-05-10 07:00:00,2019-05-10 16:00:00,SL,1.12272,1.12469,1.12029,TP_mean,19.7,5.50,12,0,0,-1.0000,1.50,-1.0763,-1.1144,-1.1526,2019-05-10 07:00:00,2019-05-10 07:00:00,2019-05-10 07:00:00
challenger,train,-1,2019-05-13 16:00:00,2019-05-13 13:00:00,2019-05-13 18:00:00,TP,1.12570,1.12767,1.12275,TP_cap,19.7,7.83,16,0,0,1.5000,1.50,1.4237,1.3855,1.3474,2019-05-13 13:00:00,2019-05-13 13:00:00,2019-05-13 13:00:00
challenger,train,1,2019-05-21 17:00:00,2019-05-21 14:00:00,2019-05-21 17:00:00,TP,1.11499,1.11338,1.11731,TP_mean,16.1,5.52,12,0,0,1.4419,1.50,1.3486,1.3019,1.2553,2019-05-21 14:00:00,2019-05-21 14:00:00,2019-05-21 14:00:00
challenger,train,-1,2019-05-24 10:00:00,2019-05-24 07:00:00,2019-05-27 05:00:00,SL,1.11954,1.12134,1.11684,TP_cap,18.0,17.51,36,1,1,-1.0000,2.30,-1.1278,-1.1917,-1.2556,2019-05-24 07:00:00,2019-05-24 07:00:00,2019-05-24 07:00:00
challenger,train,1,2019-06-18 12:00:00,2019-06-18 09:00:00,2019-06-19 15:00:00,TIME_STOP,1.11892,1.11688,1.12198,TP_cap,20.4,13.18,27,1,1,0.6670,2.30,0.5542,0.4978,0.4414,2019-06-18 09:00:00,2019-06-18 09:00:00,2019-06-18 09:00:00
challenger,train,1,2019-08-14 17:00:00,2019-08-14 14:00:00,2019-08-14 22:00:00,SL,1.11572,1.11323,1.11916,TP_mean,24.9,4.22,9,0,0,-1.0000,1.50,-1.0602,-1.0904,-1.1205,2019-08-14 14:00:00,2019-08-14 14:00:00,2019-08-14 14:00:00
challenger,train,1,2019-09-30 15:00:00,2019-09-30 12:00:00,2019-09-30 15:00:00,SL,1.09080,1.08893,1.09361,TP_cap,18.7,10.29,21,0,0,-1.0000,1.50,-1.0802,-1.1202,-1.1603,2019-09-30 12:00:00,2019-09-30 12:00:00,2019-09-30 12:00:00
challenger,train,-1,2019-10-11 14:00:00,2019-10-11 11:00:00,2019-10-11 14:00:00,SL,1.10351,1.10556,1.10044,TP_cap,20.5,18.05,37,0,0,-1.0000,1.50,-1.0733,-1.1099,-1.1466,2019-10-11 11:00:00,2019-10-11 11:00:00,2019-10-11 11:00:00
challenger,train,1,2019-12-20 14:00:00,2019-12-20 12:00:00,2019-12-20 18:00:00,SL,1.10972,1.10808,1.11218,TP_cap,16.4,10.57,22,0,0,-1.0000,1.50,-1.0916,-1.1375,-1.1833,2019-12-20 12:00:00,2019-12-20 12:00:00,2019-12-20 12:00:00
challenger,train,1,2020-01-17 14:00:00,2020-01-17 12:00:00,2020-01-17 16:00:00,SL,1.11122,1.10970,1.11348,TP_mean,15.2,14.89,30,0,0,-1.0000,1.50,-1.0990,-1.1484,-1.1979,2020-01-17 12:00:00,2020-01-17 12:00:00,2020-01-17 12:00:00
challenger,train,1,2020-01-24 09:00:00,2020-01-24 07:00:00,2020-01-24 11:00:00,SL,1.10504,1.10363,1.10715,TP_cap,14.1,7.27,15,0,0,-1.0000,1.50,-1.1065,-1.1597,-1.2130,2020-01-24 07:00:00,2020-01-24 07:00:00,2020-01-24 07:00:00
challenger,train,1,2020-03-17 13:00:00,2020-03-17 11:00:00,2020-03-17 16:00:00,SL,1.10279,1.09656,1.11213,TP_cap,62.3,7.31,15,0,0,-1.0000,1.50,-1.0241,-1.0361,-1.0482,2020-03-17 11:00:00,2020-03-17 11:00:00,2020-03-17 11:00:00
challenger,train,-1,2020-04-14 16:00:00,2020-04-14 13:00:00,2020-04-15 07:00:00,TIME_STOP,1.09708,1.10031,1.09224,TP_cap,32.3,7.14,15,1,1,-0.1951,2.30,-0.2664,-0.3020,-0.3376,2020-04-14 13:00:00,2020-04-14 13:00:00,2020-04-14 13:00:00
challenger,train,1,2020-04-23 11:00:00,2020-04-23 08:00:00,2020-04-23 13:00:00,SL,1.07962,1.07666,1.08407,TP_cap,29.6,5.76,12,0,0,-1.0000,1.50,-1.0506,-1.0759,-1.1012,2020-04-23 08:00:00,2020-04-23 08:00:00,2020-04-23 08:00:00
challenger,train,-1,2020-07-13 18:00:00,2020-07-13 15:00:00,2020-07-14 11:00:00,SL,1.13674,1.13966,1.13236,TP_cap,29.2,14.17,29,1,1,0.7650,2.30,0.6862,0.6468,0.6074,2020-07-13 15:00:00,2020-07-13 15:00:00,2020-07-13 15:00:00
challenger,train,-1,2020-10-05 17:00:00,2020-10-05 14:00:00,2020-10-06 15:00:00,TIME_STOP,1.17859,1.18146,1.17429,TP_cap,28.7,10.72,22,1,1,-0.3419,2.30,-0.4221,-0.4622,-0.5023,2020-10-05 14:00:00,2020-10-05 14:00:00,2020-10-05 14:00:00
challenger,train,-1,2020-10-09 18:00:00,2020-10-09 15:00:00,2020-10-12 15:00:00,SL,1.18147,1.18386,1.17789,TP_cap,23.9,12.76,26,1,1,0.2948,2.30,0.1986,0.1504,0.1023,2020-10-09 15:00:00,2020-10-09 15:00:00,2020-10-09 15:00:00
challenger,train,1,2020-10-13 18:00:00,2020-10-13 15:00:00,2020-10-15 11:00:00,SL,1.17441,1.17177,1.17834,TP_mean,26.4,31.19,63,2,4,-1.0000,4.70,-1.1782,-1.2673,-1.3565,2020-10-13 15:00:00,2020-10-13 15:00:00,2020-10-13 15:00:00
challenger,train,-1,2020-11-25 10:00:00,2020-11-25 08:00:00,2020-11-25 15:00:00,SL,1.19068,1.19312,1.18703,TP_cap,24.4,6.90,14,0,0,0.3212,1.50,0.2596,0.2288,0.1980,2020-11-25 08:00:00,2020-11-25 08:00:00,2020-11-25 08:00:00
challenger,train,-1,2020-12-01 10:00:00,2020-12-01 08:00:00,2020-12-01 15:00:00,SL,1.19686,1.19905,1.19368,TP_mean,21.9,8.25,17,0,0,-1.0000,1.50,-1.0684,-1.1026,-1.1368,2020-12-01 08:00:00,2020-12-01 08:00:00,2020-12-01 08:00:00
challenger,train,-1,2020-12-17 09:00:00,2020-12-17 07:00:00,2020-12-17 17:00:00,SL,1.22308,1.22607,1.21860,TP_cap,29.9,4.30,9,0,0,-1.0000,1.50,-1.0502,-1.0753,-1.1003,2020-12-17 07:00:00,2020-12-17 07:00:00,2020-12-17 07:00:00
challenger,validation,1,2021-02-02 13:00:00,2021-02-02 11:00:00,2021-02-03 02:00:00,TIME_STOP,1.20352,1.20062,1.20786,TP_cap,29.0,6.19,13,1,1,0.0483,2.30,-0.0311,-0.0708,-0.1105,2021-02-02 11:00:00,2021-02-02 11:00:00,2021-02-02 11:00:00
challenger,validation,-1,2021-02-25 10:00:00,2021-02-25 08:00:00,2021-02-25 11:00:00,SL,1.21872,1.22118,1.21503,TP_cap,24.6,6.33,13,0,0,-1.0000,1.50,-1.0610,-1.0916,-1.1221,2021-02-25 08:00:00,2021-02-25 08:00:00,2021-02-25 08:00:00
challenger,validation,1,2021-06-03 16:00:00,2021-06-03 13:00:00,2021-06-03 17:00:00,SL,1.21585,1.21351,1.21936,TP_cap,23.4,14.56,30,0,0,-1.0000,1.50,-1.0641,-1.0961,-1.1281,2021-06-03 13:00:00,2021-06-03 13:00:00,2021-06-03 13:00:00
challenger,validation,1,2021-06-29 15:00:00,2021-06-29 12:00:00,2021-06-30 12:00:00,TIME_STOP,1.18904,1.18684,1.19234,TP_cap,22.0,10.24,21,1,1,-0.1818,2.30,-0.2864,-0.3387,-0.3909,2021-06-29 12:00:00,2021-06-29 12:00:00,2021-06-29 12:00:00
challenger,validation,1,2021-06-30 17:00:00,2021-06-30 14:00:00,2021-06-30 17:00:00,SL,1.18740,1.18512,1.19082,TP_cap,22.8,11.87,24,0,0,-1.0000,1.50,-1.0659,-1.0988,-1.1318,2021-06-30 14:00:00,2021-06-30 14:00:00,2021-06-30 14:00:00
challenger,validation,-1,2021-07-27 16:00:00,2021-07-27 13:00:00,2021-07-27 20:00:00,SL,1.18186,1.18399,1.17885,TP_mean,21.3,7.07,15,0,0,-1.0000,1.50,-1.0704,-1.1057,-1.1409,2021-07-27 13:00:00,2021-07-27 13:00:00,2021-07-27 13:00:00
challenger,validation,-1,2021-07-29 10:00:00,2021-07-29 07:00:00,2021-07-29 11:00:00,SL,1.18525,1.18756,1.18179,TP_cap,23.1,12.23,25,0,0,-1.0000,1.50,-1.0651,-1.0976,-1.1301,2021-07-29 07:00:00,2021-07-29 07:00:00,2021-07-29 07:00:00
challenger,validation,1,2021-09-16 11:00:00,2021-09-16 08:00:00,2021-09-16 13:00:00,SL,1.17816,1.17639,1.18082,TP_cap,17.7,7.12,15,0,0,-1.0000,1.50,-1.0846,-1.1269,-1.1692,2021-09-16 08:00:00,2021-09-16 08:00:00,2021-09-16 08:00:00
challenger,validation,1,2021-09-29 11:00:00,2021-09-29 08:00:00,2021-09-29 14:00:00,SL,1.16622,1.16427,1.16914,TP_cap,19.5,14.13,29,0,0,-1.0000,1.50,-1.0770,-1.1155,-1.1539,2021-09-29 08:00:00,2021-09-29 08:00:00,2021-09-29 08:00:00
challenger,validation,-1,2021-10-14 10:00:00,2021-10-14 07:00:00,2021-10-14 12:00:00,SL,1.16017,1.16201,1.15740,TP_cap,18.4,13.05,27,0,0,-1.0000,1.50,-1.0814,-1.1221,-1.1627,2021-10-14 07:00:00,2021-10-14 07:00:00,2021-10-14 07:00:00
challenger,validation,1,2021-12-07 16:00:00,2021-12-07 14:00:00,2021-12-08 03:00:00,TP,1.12402,1.12136,1.12802,TP_cap,26.6,13.37,27,1,1,1.5000,2.30,1.4137,1.3705,1.3274,2021-12-07 14:00:00,2021-12-07 14:00:00,2021-12-07 14:00:00
challenger,validation,-1,2022-01-12 16:00:00,2022-01-12 14:00:00,2022-01-12 19:00:00,SL,1.14101,1.14366,1.13703,TP_cap,26.5,12.77,26,0,0,-1.0000,1.50,-1.0565,-1.0848,-1.1131,2022-01-12 14:00:00,2022-01-12 14:00:00,2022-01-12 14:00:00
challenger,validation,1,2022-01-25 12:00:00,2022-01-25 10:00:00,2022-01-25 16:00:00,SL,1.12879,1.12649,1.13224,TP_cap,23.0,9.36,19,0,0,-1.0000,1.50,-1.0651,-1.0977,-1.1303,2022-01-25 10:00:00,2022-01-25 10:00:00,2022-01-25 10:00:00
challenger,validation,-1,2022-03-17 11:00:00,2022-03-17 09:00:00,2022-03-17 17:00:00,SL,1.10529,1.10944,1.09906,TP_cap,41.5,11.27,23,0,0,-1.0000,1.50,-1.0361,-1.0542,-1.0723,2022-03-17 09:00:00,2022-03-17 09:00:00,2022-03-17 09:00:00
challenger,validation,-1,2022-05-23 12:00:00,2022-05-23 09:00:00,2022-05-23 12:00:00,SL,1.06460,1.06815,1.05927,TP_cap,35.5,8.27,17,0,0,-1.0000,1.50,-1.0422,-1.0634,-1.0845,2022-05-23 09:00:00,2022-05-23 09:00:00,2022-05-23 09:00:00
challenger,validation,-1,2022-06-22 18:00:00,2022-06-22 15:00:00,2022-06-23 06:00:00,TIME_STOP,1.05971,1.06400,1.05328,TP_cap,42.9,5.90,12,1,3,0.6205,3.90,0.5295,0.4840,0.4385,2022-06-22 15:00:00,2022-06-22 15:00:00,2022-06-22 15:00:00
challenger,validation,-1,2022-06-27 18:00:00,2022-06-27 15:00:00,2022-06-28 04:00:00,TIME_STOP,1.05969,1.06327,1.05472,TP_mean,35.8,4.61,10,1,1,0.5779,2.30,0.5137,0.4816,0.4495,2022-06-27 15:00:00,2022-06-27 15:00:00,2022-06-27 15:00:00
challenger,validation,1,2022-07-05 11:00:00,2022-07-05 08:00:00,2022-07-05 11:00:00,SL,1.03747,1.03429,1.04224,TP_cap,31.8,7.38,15,0,0,-1.0000,1.50,-1.0472,-1.0708,-1.0944,2022-07-05 08:00:00,2022-07-05 08:00:00,2022-07-05 08:00:00
challenger,validation,1,2022-07-26 15:00:00,2022-07-26 12:00:00,2022-07-27 01:00:00,TIME_STOP,1.01315,1.00890,1.01952,TP_cap,42.5,4.74,10,1,1,-0.3273,2.30,-0.3815,-0.4086,-0.4357,2022-07-26 12:00:00,2022-07-26 12:00:00,2022-07-26 12:00:00
challenger,validation,-1,2022-08-10 16:00:00,2022-08-10 13:00:00,2022-08-10 18:00:00,SL,1.03241,1.03639,1.02645,TP_cap,39.8,12.17,25,0,0,-1.0000,1.50,-1.0377,-1.0566,-1.0755,2022-08-10 13:00:00,2022-08-10 13:00:00,2022-08-10 13:00:00
challenger,validation,1,2022-09-07 15:00:00,2022-09-07 12:00:00,2022-09-07 17:00:00,TP,0.98785,0.98404,0.99340,TP_mean,38.1,5.17,11,0,0,1.4574,1.50,1.4180,1.3983,1.3786,2022-09-07 12:00:00,2022-09-07 12:00:00,2022-09-07 12:00:00
challenger,validation,1,2022-11-03 09:00:00,2022-11-03 07:00:00,2022-11-03 10:00:00,SL,0.98117,0.97713,0.98723,TP_cap,40.4,7.70,16,0,0,-1.0000,1.50,-1.0371,-1.0557,-1.0742,2022-11-03 07:00:00,2022-11-03 07:00:00,2022-11-03 07:00:00
challenger,validation,-1,2022-12-13 16:00:00,2022-12-13 14:00:00,2022-12-14 01:00:00,TIME_STOP,1.06465,1.06943,1.05748,TP_cap,47.8,4.17,9,1,1,0.2722,2.30,0.2240,0.1999,0.1759,2022-12-13 14:00:00,2022-12-13 14:00:00,2022-12-13 14:00:00
