case_id,position_id,ts_recv_utc,seconds_before_decision,raw_i5,aligned_i5,spread_ticks
F009_PID000000484,484,2019-12-10T01:29:18.513230592+00:00,41.486769408,-0.024549918166939442,-0.024549918166939442,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.519781376+00:00,41.480218624,-0.018121911037891267,-0.018121911037891267,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.519926272+00:00,41.480073728,-0.014778325123152709,-0.014778325123152709,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.619047936+00:00,41.380952064,-0.018121911037891267,-0.018121911037891267,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.636383744+00:00,41.363616256,-0.021487603305785124,-0.021487603305785124,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.636514816+00:00,41.363485184,-0.024875621890547265,-0.024875621890547265,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.648491520+00:00,41.35150848,-0.02809917355371901,-0.02809917355371901,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.649042688+00:00,41.350957312,-0.034482758620689655,-0.034482758620689655,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.719558400+00:00,41.2804416,-0.03789126853377265,-0.03789126853377265,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.719692800+00:00,41.2803072,0.08029197080291971,0.08029197080291971,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.719838720+00:00,41.28016128,-0.03789126853377265,-0.03789126853377265,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.719977728+00:00,41.280022272,-0.03789126853377265,-0.03789126853377265,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.720004608+00:00,41.279995392,0.20915032679738563,0.20915032679738563,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.720056576+00:00,41.279943424,0.21311475409836064,0.21311475409836064,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.720085504+00:00,41.279914496,0.2066115702479339,0.2066115702479339,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.720634880+00:00,41.27936512,0.2066115702479339,0.2066115702479339,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.720634880+00:00,41.27936512,0.07669616519174041,0.07669616519174041,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.720634880+00:00,41.27936512,0.07988165680473373,0.07988165680473373,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.720694272+00:00,41.279305728,0.07669616519174041,0.07669616519174041,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.720694272+00:00,41.279305728,0.07828655834564253,0.07828655834564253,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.720722944+00:00,41.279277056,0.07988165680473373,0.07988165680473373,2.0000000000042206
F009_PID000000484,484,2019-12-10T01:29:18.720773376+00:00,41.279226624,0.21061359867330018,0.21061359867330018,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.720800768+00:00,41.279199232,0.21061359867330018,0.21061359867330018,1.0000000000021103
F009_PID000000484,484,2019-12-10T01:29:18.720808704+00:00,41.279191296,0.19672131147540983,0.19672131147540983,1.0000000000021103
