position_id,engine_name,outcome,net_r,conservative_mfe_r,conservative_mae_r,reached_0_25r,reached_0_50r,reached_1_00r
1232,TREND_LONG,LOSS,-1.02777778,0.5277777777777743,1.005555555555592,True,True,False
1234,TREND_SHORT,LOSS,-1.04017857,0.15178571428571605,1.0223214285714755,False,False,False
1236,TREND_SHORT,LOSS,-1.01805054,0.7725631768953349,1.003610108303273,True,True,False
1238,TREND_LONG,LOSS,-1.03846154,0.07692307692315904,1.0,False,False,False
1240,BREAKOUT_SHORT,LOSS,-1.05405405,0.09459459459461893,1.0,False,False,False
1242,TREND_SHORT,WIN,1.47305389,1.4970059880238662,0.6946107784431186,True,True,True
1244,TREND_SHORT,WIN,0.28838951,0.9662921348314887,0.5617977528090206,True,True,False
1246,TREND_SHORT,LOSS,-1.04444444,0.9851851851852522,1.0148148148149123,True,True,False
1248,TREND_LONG,WIN,1.49261084,1.5123152709360415,0.7487684729063958,True,True,True
1250,BREAKOUT_LONG,WIN,1.44736842,1.4999999999997078,0.01315789473692668,True,True,True
1252,TREND_LONG,LOSS,-1.02272727,0.0,1.0045454545454844,False,False,False
1254,TREND_LONG,WIN,0.19011407,1.182509505703442,0.4600760456273668,True,True,True
1256,TREND_SHORT,LOSS,-1.02836879,0.2624113475176925,1.0,True,False,False
1258,TREND_SHORT,WIN,0.13059701,1.1977611940298196,0.8507462686567338,True,True,True
1260,TREND_LONG,WIN,1.46875,1.5000000000001734,0.523437499999981,True,True,True
1262,TREND_LONG,WIN,1.48469388,1.5051020408161895,0.6530612244898214,True,True,True
1264,TREND_LONG,LOSS,-1.01197605,0.5538922155688145,1.0,True,True,False
1266,TREND_SHORT,WIN,1.46280992,1.4958677685951975,0.735537190082549,True,True,True
1268,BREAKOUT_SHORT,WIN,1.4375,1.5000000000001734,0.0,True,True,True
1270,TREND_SHORT,LOSS,-1.01680672,0.42436974789913223,1.0,True,False,False
1272,BREAKOUT_LONG,LOSS,-1.13559322,0.0,1.0677966101695489,False,False,False
1274,BREAKOUT_SHORT,LOSS,-1.06349206,1.2539682539685448,1.0,True,True,True
1276,TREND_LONG,LOSS,-1.02040816,0.4489795918367139,1.0,True,False,False
1278,TREND_SHORT,WIN,1.49596774,1.5120967741934932,0.0,True,True,True
1280,TREND_LONG,LOSS,-1.02074689,0.5518672199169832,1.004149377593388,True,True,False
1282,TREND_LONG,LOSS,-1.02877698,0.6330935251798492,1.0,True,True,False
1284,TREND_LONG,LOSS,-1.03125,1.256250000000006,1.0062500000000407,True,True,True
1286,BREAKOUT_LONG,LOSS,-1.05970149,0.0,1.0,False,False,False
1288,BREAKOUT_SHORT,LOSS,-1.05,0.0,1.0,False,False,False
1290,TREND_SHORT,WIN,1.48672566,1.5044247787610172,0.26991150442477374,True,True,True
1292,BREAKOUT_LONG,LOSS,-1.0990099,0.44554455445536717,1.059405940594005,True,False,False
1294,TREND_SHORT,WIN,0.02994012,0.5868263473053761,0.47005988023950773,True,True,False
1296,TREND_SHORT,WIN,1.48442907,1.498269896193818,0.34256055363320176,True,True,True
1298,BREAKOUT_SHORT,LOSS,-1.02424242,1.218181818181911,1.0,True,True,True
1300,TREND_LONG,WIN,1.48850575,1.499999999999984,0.2126436781609065,True,True,True
1302,TREND_SHORT,WIN,1.48375451,1.4981949458484036,0.6462093862815875,True,True,True
1304,BREAKOUT_SHORT,LOSS,-1.03603604,0.027027027027002697,1.0,False,False,False
1306,TREND_SHORT,LOSS,-1.01532567,0.06896551724136317,1.0,False,False,False
1308,TREND_LONG,LOSS,-1.03703704,0.18518518518516996,1.0074074074074562,False,False,False
1310,TREND_LONG,LOSS,-1.01454545,0.21090909090909765,1.0,False,False,False
1312,TREND_LONG,LOSS,-1.02312139,0.0982658959537587,1.0,False,False,False
1314,TREND_LONG,WIN,1.50788644,1.5205047318612637,0.47003154574133776,True,True,True
1316,TREND_SHORT,WIN,0.51851852,0.5614035087719199,0.8265107212475549,True,True,False
1318,TREND_LONG,LOSS,-1.01666667,0.9166666666666744,1.0,True,True,False
1320,TREND_SHORT,WIN,1.48230088,1.500000000000049,0.22566371681417102,True,True,True
1322,TREND_SHORT,LOSS,-1.01793722,0.5246636771300315,1.0,True,True,False
1324,TREND_SHORT,WIN,1.48245614,1.4999999999999514,0.04824561403511036,True,True,True
1326,TREND_LONG,WIN,1.50759878,1.5197568389058032,0.030395136778112015,True,True,True
1328,TREND_LONG,LOSS,-1.025,0.12291666666668767,1.0166666666666837,False,False,False
1330,BREAKOUT_LONG,LOSS,-1.07236842,1.1315789473682443,1.0460526315789511,True,True,True
1332,TREND_LONG,LOSS,-0.685,0.9099999999999656,0.8449999999999839,True,True,False
1334,BREAKOUT_LONG,WIN,1.45967742,1.491935483871183,0.5483870967742456,True,True,True
1336,RANGE_SHORT,LOSS,-1.04255319,1.2872340425528974,1.0,True,True,True
1338,TREND_LONG,LOSS,-1.03401361,0.0,1.0068027210883286,False,False,False
1340,TREND_SHORT,LOSS,-0.28125,0.6805555555556209,0.6944444444444466,True,True,False
