position_id,engine_name,outcome,net_r,conservative_mfe_r,conservative_mae_r,reached_0_25r,reached_0_50r,reached_1_00r
470,TREND_SHORT,WIN,1.46017699,1.4955752212388111,0.0,True,True,True
472,BREAKOUT_SHORT,LOSS,-1.06896552,1.0689655172410626,1.0,True,True,True
474,TREND_SHORT,LOSS,-1.04705882,0.09411764705894031,1.0,False,False,False
476,BREAKOUT_LONG,WIN,1.4,1.5142857142867656,0.4571428571428753,True,True,True
478,BREAKOUT_LONG,WIN,1.40740741,1.555555555555921,0.0,True,True,True
480,TREND_SHORT,WIN,0.17094017,0.8034188034188261,0.05982905982907767,True,True,False
482,TREND_LONG,WIN,0.69662921,1.2584269662920649,0.6966292134831741,True,True,True
484,BREAKOUT_SHORT,WIN,1.375,1.541666666666474,0.8333333333331792,True,True,True
486,TREND_LONG,LOSS,-1.03773585,0.2358490566038882,1.0,False,False,False
488,TREND_LONG,WIN,1.23364486,1.2710280373830534,0.09345794392521231,True,True,True
490,TREND_LONG,LOSS,-1.07142857,0.0,1.0142857142854877,False,False,False
492,TREND_SHORT,WIN,1.38709677,1.5161290322578103,0.9032258064517054,True,True,True
494,BREAKOUT_SHORT,LOSS,-1.14814815,0.3333333333330592,1.0,True,False,False
496,BREAKOUT_SHORT,WIN,1.375,1.541666666666474,0.0,True,True,True
498,BREAKOUT_LONG,LOSS,-1.2,0.7499999999994449,1.0,True,True,False
500,RANGE_LONG,LOSS,-1.11428571,0.7999999999993656,1.0,True,True,False
502,RANGE_LONG,LOSS,-1.20689655,0.0,1.0689655172418546,False,False,False
504,BREAKOUT_LONG,LOSS,-1.14814815,0.0,1.0,False,False,False
506,BREAKOUT_LONG,LOSS,-1.17857143,1.0357142857145123,1.0357142857137194,True,True,True
508,TREND_SHORT,WIN,1.46268657,1.522388059701641,0.38805970149245816,True,True,True
510,TREND_LONG,WIN,1.4375,1.5208333333330057,0.6458333333333526,True,True,True
512,RANGE_LONG,LOSS,-1.15151515,1.3030303030309962,1.0303030303032341,True,True,True
514,BREAKOUT_LONG,LOSS,-1.15384615,0.0,1.0,False,False,False
516,TREND_LONG,WIN,0.27848101,0.8987341772150974,0.493670886076049,True,True,False
518,TREND_SHORT,LOSS,-1.07142857,0.17142857142844456,1.0142857142858095,False,False,False
520,TREND_LONG,LOSS,-1.06493506,1.1038961038962163,1.012987012987099,True,True,True
522,TREND_SHORT,WIN,1.47058824,1.5098039215686916,0.37254901960766384,True,True,True
524,TREND_SHORT,WIN,0.78571429,1.4375000000000868,0.34821428571418483,True,True,True
526,BREAKOUT_SHORT,WIN,1.39285714,1.5357142857137194,0.6428571428572561,True,True,True
528,TREND_LONG,WIN,1.46153846,1.5128205128204544,0.5384615384616479,True,True,True
530,TREND_SHORT,LOSS,-1.08,1.0599999999999556,1.0,True,True,True
532,BREAKOUT_SHORT,LOSS,-1.13333333,0.13333333333348135,1.0,False,False,False
