arm,date,window,direction,entry,exit,reason,r_pips,gross_r,net_r_x1,net_r_x1_5,net_r_x2
book_sl,2018-07-26,13-17,1,1.16938,1.16631,SL,30.7,-1.0000,-1.0489,-1.0734,-1.0978
book_sl,2018-07-27,07-11,-1,1.16456,1.16267,WINDOW_END,23.6,0.7995,0.7360,0.7043,0.6726
book_sl,2018-07-27,13-17,1,1.16384,1.16576,WINDOW_END,25.9,0.7416,0.6836,0.6547,0.6257
book_sl,2018-07-30,07-11,-1,1.16547,1.16739,SL,19.2,-1.0000,-1.0782,-1.1173,-1.1564
book_sl,2018-07-30,13-17,1,1.16947,1.17154,WINDOW_END,23.1,0.8977,0.8327,0.8002,0.7676
book_sl,2018-07-31,07-11,-1,1.17229,1.17314,WINDOW_END,19.9,-0.4278,-0.5033,-0.5411,-0.5788
book_sl,2018-07-31,13-17,1,1.17269,1.17018,SL,25.1,-1.0000,-1.0599,-1.0898,-1.1197
book_sl,2018-08-01,07-11,-1,1.16815,1.16860,WINDOW_END,20.5,-0.2190,-0.2920,-0.3285,-0.3650
book_sl,2018-08-01,13-17,1,1.16898,1.16689,SL,20.9,-1.0000,-1.0718,-1.1077,-1.1436
book_sl,2018-08-02,07-11,-1,1.16301,1.16221,WINDOW_END,19.4,0.4127,0.3353,0.2966,0.2580
book_sl,2018-08-02,13-17,1,1.16260,1.16089,WINDOW_END,25.4,-0.6722,-0.7312,-0.7607,-0.7902
book_sl,2018-08-03,07-11,-1,1.15779,1.15792,WINDOW_END,19.4,-0.0669,-0.1441,-0.1827,-0.2213
book_sl,2018-08-03,13-17,1,1.15947,1.15678,SL,26.9,-1.0000,-1.0558,-1.0837,-1.1116
book_sl,2018-08-06,07-11,-1,1.15612,1.15372,WINDOW_END,22.3,1.0783,1.0109,0.9772,0.9435
book_sl,2018-08-06,13-17,1,1.15421,1.15616,WINDOW_END,25.5,0.7636,0.7049,0.6755,0.6461
book_sl,2018-08-07,07-11,-1,1.15799,1.15964,WINDOW_END,20.4,-0.8082,-0.8817,-0.9184,-0.9552
book_sl,2018-08-07,13-17,1,1.16033,1.15929,WINDOW_END,22.7,-0.4575,-0.5235,-0.5565,-0.5895
book_sl,2018-08-08,07-11,-1,1.16146,1.15946,WINDOW_END,19.6,1.0197,0.9432,0.9050,0.8667
book_sl,2018-08-08,13-17,1,1.15812,1.15944,WINDOW_END,25.8,0.5110,0.4529,0.4239,0.3948
book_sl,2018-08-09,07-11,-1,1.16024,1.15933,WINDOW_END,21.2,0.4300,0.3591,0.3237,0.2882
book_sl,2018-08-09,13-17,1,1.15987,1.15752,SL,23.5,-1.0000,-1.0638,-1.0956,-1.1275
book_sl,2018-08-10,07-11,-1,1.14680,1.14626,WINDOW_END,37.1,0.1455,0.1051,0.0849,0.0647
book_sl,2018-08-10,13-17,1,1.14433,1.14025,SL,40.8,-1.0000,-1.0368,-1.0552,-1.0736
book_sl,2018-08-13,07-11,-1,1.13912,1.13783,WINDOW_END,43.3,0.2977,0.2631,0.2458,0.2285
book_sl,2018-08-13,13-17,1,1.14163,1.13934,WINDOW_END,47.7,-0.4802,-0.5117,-0.5274,-0.5431
book_sl,2018-08-14,07-11,-1,1.14246,1.14057,WINDOW_END,32.9,0.5747,0.5291,0.5063,0.4835
book_sl,2018-08-14,13-17,1,1.13895,1.13519,SL,37.6,-1.0000,-1.0399,-1.0599,-1.0798
book_sl,2018-08-15,07-11,-1,1.13393,1.13183,WINDOW_END,28.9,0.7275,0.6755,0.6495,0.6235
book_sl,2018-08-15,13-17,1,1.13154,1.13430,WINDOW_END,29.6,0.9323,0.8817,0.8563,0.8310
book_sl,2018-08-16,07-11,-1,1.13748,1.13634,WINDOW_END,32.2,0.3542,0.3076,0.2843,0.2610
book_sl,2018-08-16,13-17,1,1.13648,1.13639,WINDOW_END,35.4,-0.0254,-0.0678,-0.0890,-0.1102
book_sl,2018-08-17,07-11,-1,1.13858,1.14141,SL,28.3,-1.0000,-1.0530,-1.0795,-1.1060
book_sl,2018-08-17,13-17,1,1.14057,1.14091,WINDOW_END,32.7,0.1039,0.0581,0.0351,0.0122
book_sl,2018-08-20,07-11,-1,1.14137,1.14086,WINDOW_END,21.7,0.2350,0.1659,0.1313,0.0968
book_sl,2018-08-20,13-17,1,1.14232,1.14583,WINDOW_END,25.2,1.3908,1.3313,1.3016,1.2719
book_sl,2018-08-21,07-11,-1,1.15134,1.15219,WINDOW_END,31.1,-0.2734,-0.3216,-0.3458,-0.3699
book_sl,2018-08-21,13-17,1,1.15038,1.15590,WINDOW_END,34.1,1.6164,1.5725,1.5505,1.5286
book_sl,2018-08-22,07-11,-1,1.15652,1.15940,SL,28.8,-1.0000,-1.0521,-1.0781,-1.1041
book_sl,2018-08-22,13-17,1,1.16173,1.15840,SL,33.3,-1.0000,-1.0450,-1.0675,-1.0900
book_sl,2018-08-23,07-11,-1,1.15634,1.15880,WINDOW_END,30.9,-0.7967,-0.8453,-0.8696,-0.8939
book_sl,2018-08-23,13-17,1,1.15738,1.15549,WINDOW_END,33.9,-0.5568,-0.6010,-0.6231,-0.6452
book_sl,2018-08-24,07-11,-1,1.15710,1.15804,WINDOW_END,29.4,-0.3197,-0.3707,-0.3962,-0.4217
book_sl,2018-08-24,13-17,1,1.15926,1.16236,WINDOW_END,30.2,1.0277,0.9779,0.9531,0.9282
book_sl,2018-08-27,07-11,-1,1.16007,1.16099,WINDOW_END,29.2,-0.3145,-0.3658,-0.3915,-0.4171
book_sl,2018-08-27,13-17,1,1.16374,1.16877,WINDOW_END,30.8,1.6322,1.5835,1.5592,1.5349
book_sl,2018-08-28,07-11,-1,1.16881,1.16978,WINDOW_END,26.0,-0.3733,-0.4311,-0.4599,-0.4888
book_sl,2018-08-28,13-17,1,1.17154,1.17171,WINDOW_END,29.6,0.0574,0.0067,-0.0186,-0.0439
book_sl,2018-08-29,07-11,-1,1.16679,1.16625,WINDOW_END,25.2,0.2145,0.1549,0.1251,0.0953
book_sl,2018-08-29,13-17,1,1.16641,1.17046,WINDOW_END,26.9,1.5032,1.4475,1.4197,1.3918
book_sl,2018-08-30,07-11,-1,1.17029,1.16973,WINDOW_END,23.5,0.2380,0.1743,0.1424,0.1105
book_sl,2018-08-30,13-17,1,1.16771,1.16479,SL,29.2,-1.0000,-1.0514,-1.0771,-1.1028
book_sl,2018-08-31,07-11,-1,1.16722,1.16658,WINDOW_END,26.9,0.2380,0.1822,0.1543,0.1264
book_sl,2018-08-31,13-17,1,1.16391,1.16086,SL,30.5,-1.0000,-1.0491,-1.0737,-1.0983
book_sl,2018-09-03,07-11,-1,1.15997,1.16157,WINDOW_END,26.3,-0.6081,-0.6651,-0.6936,-0.7221
book_sl,2018-09-03,13-17,1,1.16063,1.16162,WINDOW_END,29.5,0.3355,0.2847,0.2592,0.2338
book_sl,2018-09-04,07-11,-1,1.15776,1.15603,WINDOW_END,22.2,0.7809,0.7132,0.6794,0.6455
book_sl,2018-09-04,13-17,1,1.15609,1.15368,SL,24.1,-1.0000,-1.0622,-1.0933,-1.1244
book_sl,2018-09-05,07-11,-1,1.15634,1.15894,SL,26.0,-1.0000,-1.0578,-1.0867,-1.1156
book_sl,2018-09-05,13-17,1,1.15844,1.16207,WINDOW_END,32.8,1.1081,1.0623,1.0394,1.0165
book_sl,2018-09-06,07-11,-1,1.16206,1.16277,WINDOW_END,27.5,-0.2583,-0.3129,-0.3402,-0.3675
book_sl,2018-09-06,13-17,1,1.16412,1.16095,SL,31.7,-1.0000,-1.0473,-1.0710,-1.0947
book_sl,2018-09-07,07-11,-1,1.16402,1.16254,WINDOW_END,25.6,0.5785,0.5198,0.4905,0.4612
book_sl,2018-09-07,13-17,1,1.15665,1.15608,WINDOW_END,34.3,-0.1661,-0.2098,-0.2317,-0.2535
book_sl,2018-09-10,07-11,-1,1.15323,1.15598,SL,27.5,-1.0000,-1.0546,-1.0819,-1.1092
book_sl,2018-09-10,13-17,1,1.16026,1.16009,WINDOW_END,31.6,-0.0539,-0.1014,-0.1251,-0.1489
book_sl,2018-09-11,07-11,-1,1.16252,1.15842,WINDOW_END,22.8,1.7959,1.7302,1.6974,1.6645
book_sl,2018-09-11,13-17,1,1.15776,1.15876,WINDOW_END,29.2,0.3421,0.2908,0.2651,0.2395
book_sl,2018-09-12,07-11,-1,1.15709,1.15956,SL,24.7,-1.0000,-1.0608,-1.0911,-1.1215
book_sl,2018-09-12,13-17,1,1.15917,1.16288,WINDOW_END,31.9,1.1648,1.1177,1.0941,1.0706
book_sl,2018-09-13,07-11,-1,1.16240,1.16193,WINDOW_END,24.7,0.1906,0.1298,0.0994,0.0690
book_sl,2018-09-13,13-17,1,1.16787,1.16779,WINDOW_END,32.5,-0.0246,-0.0708,-0.0938,-0.1169
book_sl,2018-09-14,07-11,-1,1.17053,1.17010,WINDOW_END,23.0,0.1873,0.1220,0.0893,0.0566
book_sl,2018-09-14,13-17,1,1.16669,1.16379,SL,29.0,-1.0000,-1.0517,-1.0776,-1.1035
book_sl,2018-09-17,07-11,-1,1.16283,1.16504,SL,22.1,-1.0000,-1.0679,-1.1018,-1.1357
book_sl,2018-09-17,13-17,1,1.16840,1.16957,WINDOW_END,26.2,0.4470,0.3897,0.3610,0.3323
book_sl,2018-09-18,07-11,-1,1.16995,1.16827,WINDOW_END,25.4,0.6617,0.6026,0.5731,0.5436
book_sl,2018-09-18,13-17,1,1.17060,1.16749,SL,31.1,-1.0000,-1.0483,-1.0724,-1.0965
book_sl,2018-09-19,07-11,-1,1.16775,1.17040,SL,26.5,-1.0000,-1.0566,-1.0849,-1.1132
book_sl,2018-09-19,13-17,1,1.16746,1.16826,WINDOW_END,30.3,0.2641,0.2146,0.1898,0.1650
book_sl,2018-09-20,07-11,-1,1.16838,1.17060,SL,22.2,-1.0000,-1.0676,-1.1014,-1.1353
book_sl,2018-09-20,13-17,1,1.17696,1.17577,WINDOW_END,33.4,-0.3560,-0.4009,-0.4233,-0.4457
book_sl,2018-09-21,07-11,-1,1.17842,1.17616,WINDOW_END,24.1,0.9387,0.8764,0.8452,0.8141
book_sl,2018-09-21,13-17,1,1.17571,1.17419,WINDOW_END,30.2,-0.5040,-0.5537,-0.5786,-0.6035
book_sl,2018-09-24,07-11,-1,1.17356,1.17586,SL,23.0,-1.0000,-1.0652,-1.0978,-1.1304
book_sl,2018-09-24,13-17,1,1.17513,1.17649,WINDOW_END,26.1,0.5209,0.4635,0.4347,0.4060
book_sl,2018-09-25,07-11,-1,1.17602,1.17613,WINDOW_END,26.1,-0.0422,-0.0998,-0.1286,-0.1574
book_sl,2018-09-25,13-17,1,1.17792,1.17720,WINDOW_END,31.5,-0.2285,-0.2761,-0.2999,-0.3237
book_sl,2018-09-26,07-11,-1,1.17611,1.17489,WINDOW_END,20.0,0.6101,0.5351,0.4976,0.4601
book_sl,2018-09-26,13-17,1,1.17402,1.17517,WINDOW_END,22.4,0.5126,0.4457,0.4123,0.3789
book_sl,2018-09-27,07-11,-1,1.17062,1.17191,WINDOW_END,34.0,-0.3792,-0.4233,-0.4453,-0.4674
book_sl,2018-09-27,13-17,1,1.16744,1.16727,WINDOW_END,39.3,-0.0432,-0.0814,-0.1004,-0.1195
book_sl,2018-09-28,07-11,-1,1.16257,1.15801,WINDOW_END,27.5,1.6581,1.6036,1.5763,1.5490
book_sl,2018-09-28,13-17,1,1.15843,1.16132,WINDOW_END,29.8,0.9692,0.9189,0.8938,0.8686
book_sl,2018-10-01,07-11,-1,1.15803,1.16049,SL,24.6,-1.0000,-1.0609,-1.0914,-1.1218
book_sl,2018-10-01,13-17,1,1.16093,1.15780,SL,31.3,-1.0000,-1.0479,-1.0718,-1.0957
book_sl,2018-10-02,07-11,-1,1.15379,1.15169,WINDOW_END,23.9,0.8800,0.8171,0.7857,0.7543
book_sl,2018-10-02,13-17,1,1.15380,1.15501,WINDOW_END,29.4,0.4122,0.3611,0.3356,0.3100
book_sl,2018-10-03,07-11,-1,1.15821,1.15531,WINDOW_END,29.3,0.9903,0.9391,0.9135,0.8879
book_sl,2018-10-03,13-17,1,1.15290,1.15143,WINDOW_END,31.1,-0.4730,-0.5213,-0.5454,-0.5696
book_sl,2018-10-04,07-11,-1,1.14760,1.14992,WINDOW_END,30.6,-0.7594,-0.8085,-0.8331,-0.8576
book_sl,2018-10-04,13-17,1,1.15079,1.15037,WINDOW_END,31.8,-0.1319,-0.1790,-0.2026,-0.2261
book_sl,2018-10-05,07-11,-1,1.15085,1.14974,WINDOW_END,23.4,0.4745,0.4103,0.3783,0.3462
book_sl,2018-10-05,13-17,1,1.15321,1.15008,SL,31.3,-1.0000,-1.0479,-1.0718,-1.0958
book_sl,2018-10-08,07-11,-1,1.14977,1.14724,WINDOW_END,23.9,1.0585,0.9958,0.9644,0.9330
book_sl,2018-10-08,13-17,1,1.14632,1.14793,WINDOW_END,27.9,0.5775,0.5237,0.4968,0.4699
book_sl,2018-10-09,07-11,-1,1.14741,1.14486,WINDOW_END,24.5,1.0408,0.9796,0.9490,0.9184
book_sl,2018-10-09,13-17,1,1.14491,1.14799,WINDOW_END,29.8,1.0330,0.9827,0.9576,0.9324
book_sl,2018-10-10,07-11,-1,1.15050,1.15024,WINDOW_END,25.6,0.1016,0.0430,0.0137,-0.0156
book_sl,2018-10-10,13-17,1,1.15019,1.15383,WINDOW_END,27.9,1.3034,1.2497,1.2228,1.1960
book_sl,2018-10-11,07-11,-1,1.15438,1.15724,SL,28.6,-1.0000,-1.0524,-1.0786,-1.1048
book_sl,2018-10-11,13-17,1,1.15738,1.15743,WINDOW_END,32.2,0.0155,-0.0310,-0.0543,-0.0776
book_sl,2018-10-12,07-11,-1,1.15911,1.15797,WINDOW_END,26.0,0.4380,0.3804,0.3516,0.3227
book_sl,2018-10-12,13-17,1,1.15572,1.15623,WINDOW_END,28.7,0.1775,0.1253,0.0992,0.0731
book_sl,2018-10-15,07-11,-1,1.15638,1.15860,SL,22.2,-1.0000,-1.0674,-1.1012,-1.1349
book_sl,2018-10-15,13-17,1,1.16048,1.15840,WINDOW_END,28.6,-0.7267,-0.7791,-0.8053,-0.8315
book_sl,2018-10-16,07-11,-1,1.15765,1.15973,SL,20.8,-1.0000,-1.0720,-1.1080,-1.1440
book_sl,2018-10-16,13-17,1,1.15875,1.15830,WINDOW_END,25.8,-0.1745,-0.2327,-0.2618,-0.2909
book_sl,2018-10-17,07-11,-1,1.15711,1.15469,WINDOW_END,22.9,1.0563,0.9908,0.9581,0.9253
book_sl,2018-10-17,13-17,1,1.15348,1.15271,WINDOW_END,28.6,-0.2694,-0.3218,-0.3481,-0.3743
book_sl,2018-10-18,07-11,-1,1.14882,1.15105,SL,22.3,-1.0000,-1.0673,-1.1009,-1.1346
book_sl,2018-10-18,13-17,1,1.15009,1.14759,SL,25.0,-1.0000,-1.0601,-1.0901,-1.1201
book_sl,2018-10-19,07-11,-1,1.14598,1.14617,WINDOW_END,23.5,-0.0809,-0.1448,-0.1767,-0.2086
book_sl,2018-10-19,13-17,1,1.14643,1.15198,WINDOW_END,27.2,2.0382,1.9831,1.9555,1.9280
book_sl,2018-10-22,07-11,-1,1.15426,1.15017,WINDOW_END,27.9,1.4678,1.4139,1.3870,1.3601
book_sl,2018-10-22,13-17,1,1.14844,1.14685,WINDOW_END,29.8,-0.5338,-0.5842,-0.6094,-0.6345
book_sl,2018-10-23,07-11,-1,1.14653,1.14683,WINDOW_END,21.6,-0.1391,-0.2086,-0.2434,-0.2781
book_sl,2018-10-23,13-17,1,1.14655,1.14816,WINDOW_END,28.8,0.5585,0.5064,0.4804,0.4544
book_sl,2018-10-24,07-11,-1,1.14592,1.14128,WINDOW_END,22.3,2.0847,2.0173,1.9836,1.9499
book_sl,2018-10-24,13-17,1,1.14044,1.13931,WINDOW_END,33.3,-0.3394,-0.3845,-0.4070,-0.4295
book_sl,2018-10-25,07-11,-1,1.14111,1.14052,WINDOW_END,22.6,0.2611,0.1947,0.1615,0.1283
book_sl,2018-10-25,13-17,1,1.14296,1.14031,SL,26.5,-1.0000,-1.0566,-1.0849,-1.1132
book_sl,2018-10-26,07-11,-1,1.13677,1.13491,WINDOW_END,23.3,0.8000,0.7354,0.7032,0.6709
book_sl,2018-10-26,13-17,1,1.13441,1.13954,WINDOW_END,28.6,1.7948,1.7423,1.7160,1.6898
book_sl,2018-10-29,07-11,-1,1.13920,1.13948,WINDOW_END,24.4,-0.1149,-0.1765,-0.2072,-0.2380
book_sl,2018-10-29,13-17,1,1.13858,1.13787,WINDOW_END,35.8,-0.1984,-0.2404,-0.2613,-0.2823
book_sl,2018-10-30,07-11,-1,1.13740,1.13572,WINDOW_END,23.1,0.7274,0.6624,0.6300,0.5975
book_sl,2018-10-30,13-17,1,1.13704,1.13521,WINDOW_END,28.7,-0.6375,-0.6897,-0.7158,-0.7420
book_sl,2018-10-31,07-11,-1,1.13442,1.13380,WINDOW_END,19.2,0.3231,0.2450,0.2059,0.1668
book_sl,2018-10-31,13-17,1,1.13219,1.13132,WINDOW_END,26.1,-0.3336,-0.3911,-0.4198,-0.4486
book_sl,2018-11-01,07-11,-1,1.13496,1.13745,SL,24.9,-1.0000,-1.0603,-1.0904,-1.1206
book_sl,2018-11-01,13-17,1,1.13870,1.14071,WINDOW_END,31.3,0.6423,0.5944,0.5704,0.5464
book_sl,2018-11-02,07-11,-1,1.14200,1.14457,SL,25.7,-1.0000,-1.0584,-1.0877,-1.1169
book_sl,2018-11-02,13-17,1,1.14168,1.13848,SL,32.0,-1.0000,-1.0469,-1.0704,-1.0939
book_sl,2018-11-05,07-11,-1,1.13881,1.13832,WINDOW_END,24.2,0.2023,0.1404,0.1094,0.0784
book_sl,2018-11-05,13-17,1,1.13674,1.13922,WINDOW_END,27.7,0.8963,0.8421,0.8149,0.7878
book_sl,2018-11-06,07-11,-1,1.14120,1.14017,WINDOW_END,21.0,0.4903,0.4189,0.3832,0.3475
book_sl,2018-11-06,13-17,1,1.14177,1.14105,WINDOW_END,25.8,-0.2790,-0.3371,-0.3662,-0.3953
book_sl,2018-11-07,07-11,-1,1.14352,1.14778,SL,42.6,-1.0000,-1.0352,-1.0528,-1.0704
book_sl,2018-11-07,13-17,1,1.14890,1.14582,WINDOW_END,41.7,-0.7388,-0.7748,-0.7927,-0.8107
book_sl,2018-11-08,07-11,-1,1.14337,1.14196,WINDOW_END,27.3,0.5167,0.4617,0.4342,0.4067
book_sl,2018-11-08,13-17,1,1.14183,1.14156,WINDOW_END,30.9,-0.0873,-0.1358,-0.1601,-0.1843
book_sl,2018-11-09,07-11,-1,1.13452,1.13445,WINDOW_END,26.5,0.0264,-0.0301,-0.0584,-0.0866
book_sl,2018-11-09,13-17,1,1.13492,1.13245,WINDOW_END,28.4,-0.8710,-0.9239,-0.9504,-0.9768
book_sl,2018-11-12,07-11,-1,1.12725,1.12603,WINDOW_END,29.0,0.4203,0.3686,0.3428,0.3169
book_sl,2018-11-12,13-17,1,1.12724,1.12419,SL,30.5,-1.0000,-1.0492,-1.0738,-1.0985
book_sl,2018-11-13,07-11,-1,1.12515,1.12410,WINDOW_END,25.5,0.4125,0.3535,0.3241,0.2946
book_sl,2018-11-13,13-17,1,1.12591,1.12867,WINDOW_END,31.1,0.8876,0.8393,0.8152,0.7911
book_sl,2018-11-14,07-11,-1,1.12962,1.12693,WINDOW_END,29.0,0.9267,0.8750,0.8492,0.8234
book_sl,2018-11-14,13-17,1,1.12829,1.13121,WINDOW_END,29.7,0.9828,0.9323,0.9070,0.8818
book_sl,2018-11-15,07-11,-1,1.13425,1.12992,WINDOW_END,35.1,1.2340,1.1913,1.1699,1.1485
book_sl,2018-11-15,13-17,1,1.13074,1.13219,WINDOW_END,42.6,0.3407,0.3054,0.2878,0.2702
book_sl,2018-11-16,07-11,-1,1.13484,1.13289,WINDOW_END,32.3,0.6030,0.5566,0.5334,0.5102
book_sl,2018-11-16,13-17,1,1.13369,1.14010,WINDOW_END,32.9,1.9486,1.9030,1.8802,1.8574
book_sl,2018-11-19,07-11,-1,1.14025,1.14284,SL,25.9,-1.0000,-1.0578,-1.0867,-1.1156
book_sl,2018-11-19,13-17,1,1.14215,1.14478,WINDOW_END,28.5,0.9214,0.8689,0.8426,0.8163
book_sl,2018-11-20,07-11,-1,1.14514,1.14307,WINDOW_END,22.1,0.9382,0.8702,0.8362,0.8022
book_sl,2018-11-20,13-17,1,1.14176,1.13893,SL,28.3,-1.0000,-1.0531,-1.0796,-1.1062
book_sl,2018-11-21,07-11,-1,1.13922,1.13743,WINDOW_END,23.9,0.7497,0.6869,0.6555,0.6241
book_sl,2018-11-21,13-17,1,1.14098,1.13921,WINDOW_END,36.5,-0.4843,-0.5254,-0.5459,-0.5664
book_sl,2018-11-22,07-11,-1,1.14045,1.14295,SL,25.0,-1.0000,-1.0600,-1.0900,-1.1200
book_sl,2018-11-22,13-17,1,1.14056,1.14075,WINDOW_END,29.0,0.0655,0.0138,-0.0121,-0.0379
book_sl,2018-11-23,07-11,-1,1.14127,1.13492,WINDOW_END,18.1,3.5046,3.4218,3.3804,3.3391
book_sl,2018-11-23,13-17,1,1.13478,1.13321,WINDOW_END,28.7,-0.5469,-0.5991,-0.6253,-0.6514
book_sl,2018-11-26,07-11,-1,1.13521,1.13733,SL,21.2,-1.0000,-1.0708,-1.1062,-1.1416
book_sl,2018-11-26,13-17,1,1.13561,1.13347,WINDOW_END,25.0,-0.8561,-0.9161,-0.9461,-0.9761
book_sl,2018-11-27,07-11,-1,1.13285,1.13174,WINDOW_END,21.1,0.5258,0.4548,0.4192,0.3837
book_sl,2018-11-27,13-17,1,1.13271,1.13010,SL,26.1,-1.0000,-1.0575,-1.0862,-1.1150
book_sl,2018-11-28,07-11,-1,1.12972,1.12916,WINDOW_END,21.1,0.2652,0.1941,0.1586,0.1231
book_sl,2018-11-28,13-17,1,1.12877,1.12844,WINDOW_END,24.9,-0.1328,-0.1931,-0.2233,-0.2535
book_sl,2018-11-29,07-11,-1,1.13802,1.13504,WINDOW_END,27.6,1.0789,1.0246,0.9975,0.9703
book_sl,2018-11-29,13-17,1,1.13860,1.13817,WINDOW_END,34.3,-0.1255,-0.1693,-0.1912,-0.2131
book_sl,2018-11-30,07-11,-1,1.13902,1.13699,WINDOW_END,25.7,0.7895,0.7312,0.7020,0.6728
book_sl,2018-11-30,13-17,1,1.13656,1.13395,SL,26.1,-1.0000,-1.0576,-1.0864,-1.1152
book_sl,2018-12-03,07-11,-1,1.13631,1.13387,WINDOW_END,28.7,0.8508,0.7985,0.7723,0.7462
book_sl,2018-12-03,13-17,1,1.13332,1.13552,WINDOW_END,31.6,0.6962,0.6487,0.6250,0.6012
book_sl,2018-12-04,07-11,-1,1.13854,1.14100,SL,24.6,-1.0000,-1.0609,-1.0913,-1.1217
book_sl,2018-12-04,13-17,1,1.14071,1.13751,SL,32.0,-1.0000,-1.0469,-1.0703,-1.0938
book_sl,2018-12-05,07-11,-1,1.13307,1.13427,WINDOW_END,26.0,-0.4620,-0.5197,-0.5486,-0.5775
book_sl,2018-12-05,13-17,1,1.13553,1.13277,SL,27.6,-1.0000,-1.0544,-1.0815,-1.1087
book_sl,2018-12-06,07-11,-1,1.13322,1.13298,WINDOW_END,22.6,0.1061,0.0398,0.0066,-0.0265
book_sl,2018-12-06,13-17,1,1.13479,1.13726,WINDOW_END,27.2,0.9092,0.8540,0.8264,0.7988
book_sl,2018-12-07,07-11,-1,1.13731,1.13701,WINDOW_END,24.1,0.1242,0.0621,0.0311,-0.0000
book_sl,2018-12-07,13-17,1,1.13660,1.13896,WINDOW_END,26.7,0.8824,0.8263,0.7983,0.7703
book_sl,2018-12-10,07-11,-1,1.14283,1.14052,WINDOW_END,29.8,0.7758,0.7255,0.7003,0.6751
book_sl,2018-12-10,13-17,1,1.14229,1.13908,SL,32.1,-1.0000,-1.0467,-1.0701,-1.0935
book_sl,2018-12-11,07-11,-1,1.13629,1.13867,SL,23.8,-1.0000,-1.0629,-1.0943,-1.1258
book_sl,2018-12-11,13-17,1,1.13831,1.13559,SL,27.2,-1.0000,-1.0551,-1.0827,-1.1102
book_sl,2018-12-12,07-11,-1,1.13279,1.13345,WINDOW_END,23.3,-0.2837,-0.3482,-0.3804,-0.4127
book_sl,2018-12-12,13-17,1,1.13405,1.13613,WINDOW_END,28.5,0.7296,0.6770,0.6506,0.6243
book_sl,2018-12-13,07-11,-1,1.13702,1.13720,WINDOW_END,22.8,-0.0788,-0.1445,-0.1774,-0.2102
book_sl,2018-12-13,13-17,1,1.13678,1.13401,SL,27.7,-1.0000,-1.0541,-1.0812,-1.1083
book_sl,2018-12-14,07-11,-1,1.13485,1.12973,WINDOW_END,23.0,2.2242,2.1590,2.1265,2.0939
book_sl,2018-12-14,13-17,1,1.12882,1.12987,WINDOW_END,30.4,0.3454,0.2961,0.2714,0.2467
book_sl,2018-12-17,07-11,-1,1.13108,1.13301,SL,19.3,-1.0000,-1.0778,-1.1166,-1.1555
book_sl,2018-12-17,13-17,1,1.13393,1.13381,WINDOW_END,22.9,-0.0523,-0.1177,-0.1504,-0.1831
book_sl,2018-12-18,07-11,-1,1.13385,1.13575,SL,19.0,-1.0000,-1.0789,-1.1183,-1.1578
book_sl,2018-12-18,13-17,1,1.13794,1.13601,WINDOW_END,25.2,-0.7666,-0.8261,-0.8559,-0.8857
book_sl,2018-12-19,07-11,-1,1.13843,1.14069,SL,22.6,-1.0000,-1.0665,-1.0997,-1.1329
book_sl,2018-12-19,13-17,1,1.14032,1.14213,WINDOW_END,27.2,0.6659,0.6108,0.5832,0.5556
book_sl,2018-12-20,07-11,-1,1.14086,1.14376,SL,29.0,-1.0000,-1.0518,-1.0777,-1.1036
book_sl,2018-12-20,13-17,1,1.14497,1.14134,SL,36.3,-1.0000,-1.0413,-1.0619,-1.0826
book_sl,2018-12-21,07-11,-1,1.14554,1.14198,WINDOW_END,29.2,1.2198,1.1684,1.1427,1.1170
book_sl,2018-12-21,13-17,1,1.14143,1.14003,WINDOW_END,34.9,-0.4006,-0.4435,-0.4650,-0.4865
book_sl,2018-12-24,07-11,-1,1.13803,1.14071,SL,26.8,-1.0000,-1.0560,-1.0841,-1.1121
book_sl,2018-12-24,13-17,1,1.14021,1.14175,WINDOW_END,28.9,0.5335,0.4815,0.4556,0.4296
book_sl,2018-12-26,07-11,-1,1.14051,1.13846,WINDOW_END,29.8,0.6870,0.6368,0.6116,0.5865
book_sl,2018-12-26,13-17,1,1.13840,1.14058,WINDOW_END,27.3,0.7985,0.7436,0.7161,0.6886
book_sl,2018-12-27,07-11,-1,1.13832,1.14025,WINDOW_END,25.7,-0.7515,-0.8099,-0.8391,-0.8683
book_sl,2018-12-27,13-17,1,1.13674,1.14116,WINDOW_END,32.3,1.3684,1.3220,1.2988,1.2756
book_sl,2018-12-28,07-11,-1,1.14591,1.14645,WINDOW_END,31.4,-0.1717,-0.2194,-0.2433,-0.2671
book_sl,2018-12-28,13-17,1,1.14507,1.14432,WINDOW_END,35.4,-0.2120,-0.2544,-0.2756,-0.2968
book_sl,2018-12-31,07-11,-1,1.14265,1.14479,WINDOW_END,26.0,-0.8220,-0.8796,-0.9085,-0.9373
book_sl,2018-12-31,13-17,1,1.14568,1.14274,SL,29.4,-1.0000,-1.0509,-1.0764,-1.1019
book_sl,2019-01-02,07-11,-1,1.14848,1.14367,WINDOW_END,33.9,1.4208,1.3765,1.3543,1.3322
book_sl,2019-01-02,13-17,1,1.14043,1.13640,SL,40.3,-1.0000,-1.0372,-1.0558,-1.0744
book_sl,2019-01-03,07-11,-1,1.13718,1.13679,WINDOW_END,40.0,0.0975,0.0600,0.0413,0.0225
book_sl,2019-01-03,13-17,1,1.13429,1.13979,WINDOW_END,40.0,1.3743,1.3368,1.3181,1.2993
