observation_date,IRSTCI01CHM156N
2018-06-01,-0.90000000000000002
2018-07-01,-0.94999999999999996
2018-08-01,-0.90000000000000002
2018-09-01,-0.90000000000000002
2018-10-01,-0.90000000000000002
2018-11-01,-0.90000000000000002
2018-12-01,-0.94999999999999996
2019-01-01,-0.90000000000000002
2019-02-01,-0.96999999999999997
2019-03-01,-1.51000000000000001
2019-04-01,-0.84999999999999998
2019-05-01,-0.90000000000000002
2019-06-01,-0.94999999999999996
2019-07-01,-0.69999999999999996
2019-08-01,-1.05000000000000004
2019-09-01,-1.00000000000000000
2019-10-01,-0.91000000000000003
2019-11-01,-0.82999999999999996
2019-12-01,-1.00000000000000000
2020-01-01,-0.84999999999999998
2020-02-01,-0.80000000000000004
2020-03-01,-1.25000000000000000
2020-04-01,-0.84999999999999998
2020-05-01,-0.84999999999999998
2020-06-01,-0.90000000000000002
2020-07-01,-0.84999999999999998
2020-08-01,-0.82999999999999996
2020-09-01,-0.84999999999999998
2020-10-01,-0.82999999999999996
2020-11-01,-0.82999999999999996
2020-12-01,-0.84999999999999998
2021-01-01,-0.84999999999999998
2021-02-01,-0.84999999999999998
2021-03-01,-0.82999999999999996
2021-04-01,-0.84999999999999998
2021-05-01,-0.84999999999999998
2021-06-01,-0.90000000000000002
2021-07-01,-0.84999999999999998
2021-08-01,-0.80000000000000004
2021-09-01,-0.80000000000000004
2021-10-01,-0.80000000000000004
2021-11-01,-0.80000000000000004
2021-12-01,-0.90000000000000002
2022-01-01,-0.80000000000000004
2022-02-01,-0.85999999999999999
2022-03-01,-0.80000000000000004
2022-04-01,-0.69999999999999996
2022-05-01,-0.80000000000000004
2022-06-01,-0.26000000000000001
2022-07-01,-0.26000000000000001
2022-08-01,-0.20000000000000001
2022-09-01,-0.10000000000000001
2022-10-01,-0.06000000000000000
2022-11-01,-0.05000000000000000
2022-12-01,0.23999999999999999
2023-01-01,0.45000000000000001
2023-02-01,0.45000000000000001
2023-03-01,0.59999999999999998
2023-04-01,0.90000000000000002
2023-05-01,0.94999999999999996
2023-06-01,1.19999999999999996
2023-07-01,1.19999999999999996
2023-08-01,1.19999999999999996
2023-09-01,1.19999999999999996
2023-10-01,1.19999999999999996
2023-11-01,1.62999999999999989
2023-12-01,1.60000000000000009
2024-01-01,1.44999999999999996
2024-02-01,1.50000000000000000
2024-03-01,1.34000000000000008
